(490382,493706),2023_1_182_protocol.txt,protocol,Vizepräsident,in Petra Pau
(493706,493883),2023_1_183_protocol.txt,protocol,Vizepräsident,in Petra Pau
(493883,497940),2023_1_184_members.txt,members,SPD,Ye-One 
(497940,504233),2023_1_185_protocol.txt,protocol,Vizepräsident,in Petra Pau
(504233,504411),2023_1_186_protocol.txt,protocol,Vizepräsident,in Petra Pau
(504411,511296),2023_1_187_members.txt,members,SPD,Andreas 
(511296,511401),2023_1_188_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(511401,515940),2023_1_189_members.txt,members,AfD,Rainer 
(515940,520492),2023_1_190_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(520492,520885),2023_1_191_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(520885,520994),2023_1_192_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(520994,524525),2023_1_193_members.txt,members,DIE LINKE,Klaus 
(524525,524689),2023_1_194_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(524689,530393),2023_1_195_members.txt,members,FDP,Till 
(530393,534580),2023_1_196_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(534580,537530),2023_1_197_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(537530,537683),2023_1_198_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(537683,545101),2023_1_199_members.txt,members,SPD,Bengt 
(545101,545162),2023_1_200_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(545162,545595),2023_1_201_members.txt,members,SPD,Bengt 
(545595,545774),2023_1_202_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(545774,547478),2023_1_203_members.txt,members,AfD,Rainer 
(547478,550472),2023_1_204_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(550472,551564),2023_1_205_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(551564,552913),2023_1_206_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(552913,560040),2023_1_207_govt.txt,govt,Parl. Staatssekretär bei der
Bundesministerin des Innern und für Heimat,Johann Saathoff
(560040,564643),2023_1_208_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(564643,568580),2023_1_209_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(568580,568953),2023_1_210_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(568953,569061),2023_1_211_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(569061,573659),2023_1_212_members.txt,members,AfD,Christian 
(573659,574121),2023_1_213_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(574121,580812),2023_1_214_members.txt,members,FDP,Konstantin 
(580812,580991),2023_1_215_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(580991,583757),2023_1_216_members.txt,members,DIE LINKE,Martina 
(583757,583898),2023_1_217_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(583898,589264),2023_1_218_members.txt,members,SPD,Ingo 
(589264,592504),2023_1_219_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(592504,596016),2023_1_220_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(596016,599933),2023_1_221_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(599933,600464),2023_1_222_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(600464,607177),2023_1_223_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(607177,611245),2023_1_224_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(611245,611414),2023_1_225_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(611414,619089),2023_1_226_members.txt,members,SPD,Daniel 
(619089,619201),2023_1_227_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(619201,623536),2023_1_228_members.txt,members,AfD,Thomas 
(623536,623677),2023_1_229_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(623677,629490),2023_1_230_members.txt,members,FDP,Nils 
(629490,629588),2023_1_231_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(629588,632955),2023_1_232_members.txt,members,DIE LINKE,Ralph 
(632955,638101),2023_1_233_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(638101,638997),2023_1_234_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(638997,643573),2023_1_235_members.txt,members,SPD,Alexander 
(643573,646833),2023_1_236_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(646833,660370),2023_1_237_protocol.txt,protocol,Vizepräsident,in Yvonne Magwas
(660370,667357),2023_1_238_members.txt,members,SPD,Michael 
(667357,672114),2023_1_239_members.txt,members,AfD,Andreas 
(672114,677716),2023_1_240_members.txt,members,FDP,Judith 
(677716,687801),2023_1_241_members.txt,members,DIE LINKE,Ralph 
